movieId,title,genres,tmdbid,overview,production_countries,runtime,spoken_languages,vote_average,vote_count
240,Hideaway (1995),Thriller,27303,"Hatch Harrison, his wife, Lindsey, and their daughter, Regina, are enjoying a pleasant drive when a car crash leaves wife and daughter unharmed but kills Hatch. However, an ingenious doctor, Jonas Nyebern, manages to revive Hatch after two lifeless hours. But Hatch does not come back unchanged. He begins to suffer horrible visions of murder -- only to find out the visions are the sights of a serial killer.",United States of America,103,English,5.2,154
241,Fluke (1995),"Children,Drama",21183,"Workaholic Thomas Johnson dies in an auto accident and reincarnates as a dog. Remembering some of his previous being, he returns to his wife and son to protect them from the man who caused his accident. But, as time goes by, his memories return, and Thomas realizes he wasn't such a good husband and father.",United States of America,96,English,7.1,255
242,Farinelli: il castrato (1994),"Drama,Musical",10954,"The life and career of Italian opera singer Farinelli, considered one of the greatest castrato singers of all time.","Belgium,France,Italy",111,"English,Français,Italiano",6.6,166
243,Gordy (1995),"Children,Comedy,Fantasy",47867,A talking pig named Gordy becomes involved in a quest to save his family from the slaughterhouse.,United States of America,90,English,5.2,31
244,Gumby: The Movie (1995),"Animation,Children",43475,"On the brink of a big deal with mogul Lucky Claybert, Gumby and his band The Clayboys must do battle with the villainous Blockheads, who have kidnapped their loyal canine Lowbelly.",United States of America,91,English,5.5,15
245,"Glass Shield, The (1994)","Crime,Drama",72031,"J.J. is a rookie in the Sheriff's Department and the first black officer at that station. Racial tensions run high in the department as some of J.J.'s fellow officers resent his presence. His only real friend is the other new trooper, the first female officer to work there, who also suffers similar discrimination in the otherwise all-white male work environment. When J.J. becomes increasingly aware of police corruption during the murder trial of Teddy Woods, whom he helped to arrest, he faces difficult decisions and puts himself into grave personal danger in the service of justice.","United States of America,France",109,English,4.8,38
246,Hoop Dreams (1994),Documentary,14275,"Every school day, African-American teenagers William Gates and Arthur Agee travel 90 minutes each way from inner-city Chicago to St. Joseph High School in Westchester, Illinois, a predominately white suburban school well-known for the excellence of its basketball program. Gates and Agee dream of NBA stardom, and with the support of their close-knit families, they battle the social and physical obstacles that stand in their way. This acclaimed documentary was shot over the course of five years.",United States of America,174,English,7.6,293
247,Heavenly Creatures (1994),"Crime,Drama",1024,"Wealthy and precocious teenager Juliet transfers from England to New Zealand with her family, and soon befriends the quiet, brooding Pauline through their shared love of fantasy and literature. When their parents begin to suspect that their increasingly intense and obsessive bond is becoming unhealthy, the girls hatch a dark plan for those who threaten to keep them apart.",New Zealand,109,English,7.0,895
248,Houseguest (1994),Comedy,17207,"In hot water with the mob over an unpaid debt, a con man poses as a family friend in an affluent Pennsylvania suburb.",United States of America,109,"English,Pусский",5.5,71
249,Immortal Beloved (1994),"Drama,Romance",13701,"A chronicle of the life of infamous classical composer Ludwig van Beethoven and his painful struggle with hearing loss. Following Beethoven's death in 1827, his assistant, Schindler, searches for an elusive woman referred to in the composer's love letters as ""immortal beloved."" As Schindler solves the mystery, a series of flashbacks reveal Beethoven's transformation from passionate young man to troubled musical genius.",United States of America,121,English,7.1,321
250,Heavyweights (Heavy Weights) (1995),"Children,Comedy",14819,"Camp Hope is a summer retreat for overweight boys run by a kindly couple who make the campers feel comfortable with their extra pounds. But when tyrannical fitness guru Tony buys the camp, he puts the kids on a cruel regimen that goes too far. Sick of the endless weeks of ""all work and no play,"" the kids stage a coup and reclaim their summer of fun.",United States of America,100,English,6.1,370
251,"Hunted, The (1995)",Action,32631,"Paul Racine, a high-powered American business executive in Japan, is catapulted into a maze of danger and intrigue after he and his sexy companion are the targets of assassins hired by the ruthless Kinjo.  To survive, Racine must join forces with a powerful samurai and together they will fight the force of evil in an awesome battle rooted in centuries of brutal conflict.",United States of America,110,"English,Português,日本語",5.7,104
252,I.Q. (1994),"Comedy,Romance",11777,Albert Einstein helps a young man who's in love with Einstein's niece to catch her attention by pretending temporarily to be a great physicist.,United States of America,100,"Deutsch,English",6.0,447
253,Interview with the Vampire: The Vampire Chronicles (1994),"Drama,Horror",628,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",United States of America,123,"English,Français",7.4,5766
254,Jefferson in Paris (1995),Drama,87729,"His wife having recently died, Thomas Jefferson accepts the post of United States ambassador to pre-revolutionary France, though he finds it difficult to adjust to life in a country where the aristocracy subjugates an increasingly restless peasantry. In Paris, he becomes smitten with cultured artist Maria Cosway, but, when his daughter visits from Virginia accompanied by her attractive slave, Sally Hemings, Jefferson's attentions are diverted.","France,United States of America,United Kingdom",139,English,5.1,39
255,"Jerky Boys, The (1995)",Comedy,18713,"When two unemployed telephone pranksters decide to use their vocal ""talents"" to impersonate a Chicago mob boss and curry favor with organized crime in New York, the trouble begins. It isn't long before Johnny and Kamal (the ""Jerky Boys"" of crank call fame) are wanted by the local mafia, the police, and their neighbor.",United States of America,82,English,4.2,30
256,Junior (1994),"Comedy,Sci-Fi",6280,"A research scientist becomes the world's first pregnant man in order to test a drug he and a colleague have designed for expectant women. To carry out the trial, he has an embryo implant, believing that he will only carry the baby for three months – hardly expecting to face the prospect of giving birth.",United States of America,109,English,5.2,1466
257,Just Cause (1995),"Mystery,Thriller",9061,A Harvard professor is lured back into the courtroom after twenty-five years to take the case of a young black man condemned to death for the horrific murder of a child.,United States of America,102,English,6.2,538
258,"Kid in King Arthur's Court, A (1995)","Adventure,Children,Comedy,Fantasy,Romance",37108,"A Southern California kid named Calvin Fuller is magically transported to the medieval kingdom of Camelot through a crack in the ground caused by an earthquake. Once there, he learns he was summoned by the wizard Merlin, who needs Calvin to save Camelot. Using dazzling modern inventions, can Calvin help King Arthur retain his crown and thwart the evil Lord Belasco?",United States of America,89,English,4.8,167
259,Kiss of Death (1995),"Crime,Drama,Thriller",6071,"Jimmy Kilmartin is an ex-con trying to stay clean and raise a family. When his cousin Ronnie causes him to take a fall for driving an illegal transport of stolen cars, Detective Calvin Hart is injured and Jimmy lands back in prison. In exchange for an early release, he is asked to help bring down a local crime boss named 'Little Junior' Brown. However, he's also sent undercover by Detective Hart to work with Little Junior and infiltrate his operations. As soon as Little Junior kills an undercover Federal agent with Jimmy watching, the unscrupulous DA and the Feds further complicate his life.",United States of America,101,English,5.6,311
